455	42
456	44
457	48
458	46
459	47
460	46
461	46
462	52
463	47
464	45
465	50
466	43
467	49
468	46
469	45
470	49
471	46
472	44
473	47
474	42
475	47
476	45
477	47
478	47
479	45
480	47
481	48
482	42
483	47
484	45
485	47
486	47
487	49
488	44
489	48
490	46
491	43
492	45
493	48
494	45
495	43
496	43
497	47
498	47
499	41
500	48
501	44
502	44
503	48
504	47
505	49
506	46
507	45
508	45
509	43
510	46
511	41
512	46
513	47
514	47
515	48
516	45
517	47
518	45
519	42
520	48
521	46
522	48
523	45
524	44
525	44
526	44
527	44
528	46
529	46
530	48
531	44
532	44
533	46
534	47
535	43
536	45
537	44
538	46
539	47
540	47
541	47
542	47
543	49
544	50
545	47
546	44
547	46
548	45
549	46
550	41
551	44
552	48
553	51
554	47
555	49
556	45
557	44
558	43
559	44
560	47
561	43
562	46
563	49
564	43
565	43
566	42
567	48
568	43
569	48
570	47
571	47
572	44
573	44
574	44
575	46
576	46
577	46
578	45
579	49
580	45
581	46
582	44
583	46
584	46
585	47
586	46
587	47
588	49
589	45
590	50
591	45
592	49
593	46
594	50
595	47
596	45
597	45
598	43
599	43
600	46
601	49
602	48
603	46
604	51
605	45
606	46
607	46
608	49
609	43
610	46
611	47
612	44
613	44
614	51
615	46
616	45
617	49
618	43
619	43
620	44
621	46
622	44
623	45
624	48
625	48
626	48
627	45
628	43
629	44
630	47
631	45
632	45
633	42
634	42
635	45
636	44
637	51
638	47
639	47
640	43
641	53
642	44
643	47
644	44
645	46
646	45
647	46
648	48
649	47
650	47
651	44
652	44
653	43
654	41
655	46
656	44
657	46
658	46
659	47
660	47
661	48
662	46
663	44
664	44
665	51
666	47
667	44
668	47
669	47
670	43
671	44
672	45
673	46
674	48
675	50
676	48
677	47
678	44
679	47
680	43
681	48
682	43
683	49
684	48
685	42
686	47
687	49
688	44
689	49
690	43
691	48
692	49
693	49
694	46
695	46
696	42
697	47
698	50
699	42
700	45
701	46
702	49
703	48
704	48
705	45
706	48
707	47
708	43
709	48
710	49
711	43
712	48
713	48
714	47
715	43
716	50
717	46
718	49
719	47
720	48
721	44
722	46
723	42
724	46
725	47
726	47
727	46
728	45
729	45
730	47
731	47
732	44
733	50
734	45
735	44
736	43
737	48
738	47
739	46
740	45
741	46
742	47
743	48
744	44
745	45
746	41
747	46
748	45
749	49
750	45
751	47
752	48
753	48
754	50
755	46
756	48
757	46
758	46
759	45
760	44
761	44
762	47
763	50
764	43
765	44
766	46
767	44
768	46
769	45
770	47
771	45
772	42
773	48
774	46
775	45
776	43
777	48
778	48
779	45
780	47
781	50
782	45
